功夫3D	功夫
宅男女神杀人狂	野狼与玛莉
西游记之大闹天宫续集	西游记之孙悟空三打白骨精
西游记之三打白骨精	西游记之孙悟空三打白骨精
三打白骨精	西游记之孙悟空三打白骨精
西游记·女儿国	西游记女儿国
西游记之女儿国	西游记女儿国
五女拜寿(花鼓戏)	五女拜寿
千億惡魔愛上我	千亿恶魔爱上我
港版风月俏佳人	千亿恶魔爱上我
風中家族	对风说爱你
红颜露水	露水红颜
失戀急讓	临时同居
军刺	军刺之不良少年
鞭炮	鞭·炮I
风雪天山路	生死天山路
那年承诺	那年我对你的承诺
儿女传奇之绅士大盗	绅士大盗
迷城	谜城
暴走迷城	谜城
Q版三国之三小强 大电影	三小强
怪談電影-屍骸之路	怪谈电影：尸骸之路
怪谈电影第一部	怪谈电影：尸骸之路
地上地下	欲望北京之地上地下
世界大对战(台)	像素大战
屈机起格命(港)	像素大战
像素入侵	像素大战
天煞：像素之战	像素大战
像素之战	像素大战
拜金女	空姐
情毒	抗暴生死情
囧游	凤凰谷
囧游凤凰谷	凤凰谷
叵测情书	那年的情书
雅望天堂	夏有乔木
夏有乔木，雅望天堂	夏有乔木
夏有乔木	夏有乔木
雅望天堂	夏有乔木
藏羚王	藏羚王之雪域精灵
太空熊猫2	太空熊猫总动员
赛尔号4	赛尔号大电影4：圣魔之战
摩尔庄园大电影3魔幻列车大冒险	摩尔庄园3：魔幻列车大冒险
特功明星李多多	特功明星
特功明星大电影	特功明星
布基兰小站	布基兰
陆垚知马莉	陆垚知马俐
超人特攻队2(台)	超人总动员2
超人特工队2(港)	超人总动员2
超人家族2	超人总动员2
结婚大作战中国版	新娘大作战
夢海	梦海
梦海追击	梦海
边缘线	全城通缉
张先生与张先生	张先生和张先生
张先生	张先生和张先生
封神榜	封神传奇
3D封神榜	封神传奇
封神传奇之雷震子	封神传奇
失踪的戒指	戒心
毛克利	森林之子毛克利
毛克利：魔森丛现(港)	森林之子毛克利
丛林之书：起源	森林之子毛克利
森林王子	森林之子毛克利
莫格利	森林之子毛克利
Where It Born，冬日已东	陈仓已冬
链爱	链·爱
魔都十二星座	魔都爱之十二星座
哪一天我們會飛	哪一天我们会飞
差一点我们会飞	哪一天我们会飞
爱的根源	哪一天我们会飞
密道追踪	密道追踪之阴兵虎符
蜜月酒店	蜜月酒店杀人事件
最青春	我未成年
整形师	整形师·脸
记忆贩卖器	黑暗之光
破風	破风
私家偵探	私家侦探
鬥獸棋	斗兽棋
八角街的出租车	德吉的诉讼
梅林：失踪岁月	少年梅林
闺蜜2：无二不作	闺蜜2
闺蜜2：单挑越南黑帮	闺蜜2
诡捌楼	诡八楼
枉死楼之诡八楼	诡八楼
壹獄壹世界：高登闊少踎監日記	一狱一世界：高登阔少蹲监日记
喜禾·珍爱	喜禾
俠盜聯盟	侠盗联盟
大宅們	大宅男
开心超人2	开心超人2：启源星之战
绿林大冒险之糖果世界	糖果世界大冒险
绿林大冒险2	糖果世界大冒险
再見，阮玲玉	再见，阮玲玉
賭城風雲II	澳门风云2
白色嫌疑人	判我有罪
判我死刑	判我有罪
中国小姐	中国女合伙人之创业邦
红色马甲	禁止吸烟
无痛	嫂子去哪儿
小神笛的秘密	情笛之爱
蹴鞠	仙球大战
我的妈妈是富婆	为了孩子的明天
萧何月下追韩信	萧何月下追韩信(京剧)
抱养	抱养奇缘
水浒人物谱之没羽箭张清	没羽箭张清
72小时：双十一来了	72小时：购物狂欢的背后
营救飞虎队	烽火芳菲
中国寡妇	烽火芳菲
我的美女总裁老婆	泡上美女总裁
索命暹罗	索命暹罗之按摩师
按摩师	索命暹罗之按摩师
怪兽通缉令	老大别怕
第七謊言	第七谎言
重返二十岁	重返20岁
奇怪的她中国版	重返20岁
五個小孩的校長	可爱的你
五个小孩的校长	可爱的你
5个小孩的校长	可爱的你
圣地渴望	渴望的青春
忠诚者(下)	分歧者3：上升之势
效忠者(下)	分歧者3：上升之势
分歧者3：效忠者(下)	分歧者3：上升之势
分歧者3：忠诚者(下)	分歧者3：上升之势
我的23岁	我的23岁之无码青春
县委书记焦裕禄	县委书记
焦裕禄	县委书记
我的舞台	致我们曾经追逐的梦想
别让我知道你的秘密	我只要我们在一起
路小路，你有种！	少年巴比伦
遇见彩虹	幸福梦想
山娃子的春晚梦	鼓点上的梦
鼓魂	鼓点上的梦
寻母	妈妈去哪儿
年年有爱	一路惊喜
Peacocking（英）	匹客王
转移	奇葩追梦
画个圈圈诅咒你	画个圈圈
真爱无声	真爱
情暖天山	真爱
铁木真传说	战神纪
铁木真传奇	战神纪
铁木真大帝之传说	战神纪
苍狼白鹿	战神纪
战龙觉醒(港)	超凡战队
金刚战士(台)	超凡战队
恐龙战队	超凡战队
恐龙战队 真人版	超凡战队
超级战队	超凡战队
超能战队	超凡战队
纽约童话	纽约纽约
前任2备胎反击战	前任2：备胎反击战
现任攻略	前任2：备胎反击战
男人攻略	前任2：备胎反击战
备胎攻略	前任2：备胎反击战
前任攻略2	前任2：备胎反击战
狄仁杰3	狄仁杰之四大天王
麥兜‧我和我媽媽	麦兜我和我妈妈
麦兜·我和我妈妈	麦兜我和我妈妈
麦兜故事6	麦兜我和我妈妈
毕业说爱你	缘来柿你之告白
记忆战	记忆大师
催眠大师2	记忆大师
猪猪侠大电影2	猪猪侠之勇闯巨人岛
猪猪侠2	猪猪侠之勇闯巨人岛
六次别离	爸爸的3次婚礼
我和初恋的三次婚礼	爸爸的3次婚礼
爸爸的三次婚礼	爸爸的3次婚礼
姐妹2之再见青春	姐妹2再见青春
让红包飞	恋爱大师之让红包飞
猎猎西风劲	生死底线
泰国妖医	妖医
泰恋	妖医
屍城	尸城
活尸竞技场	尸城
天師鬥殭屍	天师斗僵尸
僵尸TV	天师斗僵尸
燃烧的罪恶	燃烧罪恶
麦兜·麦露宝	麦兜·饭宝奇兵
乌拉诺斯	告别
山河恋人	山河故人
金童子	古曼
古曼怨灵	古曼
求婚清单	清单
吕剧断桥惊魂	断桥惊魂
裸归2014	裸归电影版
屌丝男士大电影	煎饼侠
洛克王国3之圣龙的守护	洛克王国3：圣龙的守护
搏击奇缘(港)	搏击迷城
五行攻略	搏击迷城
恋曲·无爱不欢	恋曲之无爱不欢
巴士进行曲 On the bus	巴士进行曲
无情人贩子	勇者无畏
曖昧不明關係研究學會	暧昧不明关系研究学会
杜鹃花之恋	爱你的人
老海的幸福生活	老海的新生活
中国·制造	打工老板
水煮金蟾	温水蛤蟆
水浒前传之孙二娘	拼命三娘
水浒前传之拼命三娘	拼命三娘
韩索罗：星球大战外传(港)	游侠索罗：星球大战外传
星球大战外传：游侠索罗	游侠索罗：星球大战外传
星球大战外传：索罗	游侠索罗：星球大战外传
星球大战韩·索罗外传	游侠索罗：星球大战外传
游侠索罗	游侠索罗：星球大战外传
韩索罗外传	游侠索罗：星球大战外传
星战外传2	游侠索罗：星球大战外传
纽约人在北京	我是马布里
巴希库大冒险	龙骑侠
果果骑侠传电影版	龙骑侠
伙伴青春不散	伙伴·青春不散
撞青春之梦开始的地方	撞青春
六世古宅	通灵之六世古宅
替身	通灵之六世古宅
死亡替身	通灵之六世古宅
3D通灵	通灵之六世古宅
相约小舟山之油菜花香	缘来小舟山
拆婚联盟	坏姐姐之拆婚联盟
爱情麻辣烫2015	爱情麻辣烫之情定终身
魔镜3D	魔镜
古镜怪谈	魔镜
怪谈之魔镜	魔镜
横冲直撞荷里活(港)	横冲直撞好莱坞
横冲直闯好莱坞	横冲直撞好莱坞
夜半梳头2	梳头2
血寡妇3	梳头2
宅男剩女	苟不理与戴安娜
整容归来	整形归来
榆林杂种	榆林杂碎
思绪波动	角色问题
第3种爱情	第三种爱情
梦幻假期	梦幻佳期
旧金山寻梦之梦幻佳期	梦幻佳期
酒国英雄之摆渡人	摆渡人
摆渡之人	摆渡人
致永不消逝的青春	我的青春永不逝
铁血战士新续集	铁血战士
终极战士：掠夺者(台)	铁血战士
铁血战士：血兽进化(港)	铁血战士
铁血战士4	铁血战士
殡棺	心迷宫
春風	春风
走吧！	盛宴
时间都去哪儿了	时间都去哪了
喊个没完	命运速递
兔侠传奇2：青黎传说	兔侠之青黎传说
师傅	师父
尸体	尸台社区
老虎与小猫	鲁彪与小猫
青田街一號	青田街一号
最后夏天	最后的夏天
做地產	做地产
獅子山下2014：做地产	做地产
一仆三主	一团乱麻
罗生特医生	罗生特大夫
长安乱	喜乐长安
简单。爱	简单爱
奔跑的月光	一个勺子
販賣．愛	贩卖·爱
我的援交日记	贩卖·爱
苏州情书2—时间里	时间里
东方动画：秘封神隐之旅	秘封神隐之旅
邓小平在黄山	邓小平登黄山
喜从天降，空姐不慌张	浪漫天降
浪漫从天降	浪漫天降
怵欲	朝外81号
御狐之绊：女神归位	御狐之绊
太陽留住我	太阳留住我
极速世界·战车	极速世界之战车
媽咪俠	妈咪侠
小姐誘心	爱情攻略
性爱伙伴秘密	爱情攻略
拍立得	宝丽莱
宝丽来	宝丽莱
史来贺	大地赤子史来贺
没門(港)	没门
疯狂的戒指	一克拉的承诺
承诺	一克拉的承诺
戒指	一克拉的承诺
特工斯托姆：我在基地的日子	特工斯托姆
黑幕	青春.com
關你喵事	关你喵事
我的家就在藍色多瑙河	关你喵事
松節油之味	松节油之味
小巷女总统	小区来了新主任
鬼局之僵尸都去哪儿了	鬼局
特工爺爺	我的特工爷爷
老卫兵	我的特工爷爷
步步惊心	新步步惊心
步步惊心电影版	新步步惊心
生命处方	天使：生命处方
生命密码	天使：生命处方
校花驾到	校花驾到之极品校花
死開啲啦	死开啲啦
家有僵尸少爷	死开啲啦
王家欣	寻找心中的你
爸爸去哪儿2电影版	爸爸去哪儿2
爸爸去哪儿2大电影	爸爸去哪儿2
给未知恋人的情书	青春序
心得乐大电影	宝贝，对不起
孩子去哪儿：心得乐	宝贝，对不起
忍者龟：魅影突击(港)	忍者神龟2：破影而出
忍者龟：破影而出(台)	忍者神龟2：破影而出
忍者神龟2	忍者神龟2：破影而出
真人版忍者神龟2	忍者神龟2：破影而出
我的中国娃娃	迦太基茉莉
太平轮(下)：彼岸	太平轮(下)·彼岸
太平轮II：惊涛挚爱(台)	太平轮(下)·彼岸
生死恋	太平轮(下)·彼岸
跳水梦	激情跳水梦
3D食人虫	食人虫
学号44	晚安吓
晚安夏（续）	晚安吓
远东特遣队 第2部 狭路相逢	远东特遣队之狭路相逢
远东特遣队 第3部 重点爆破	远东特遣队之重点爆破
额吉的飞机场	母亲的飞机场
星人系列之FLY星人失能事件	FLY星人失能事件
青春鬥	精武青春
天使高校	精武青春
至少还有你	既然青春留不住
勇敢的菠菜	既然青春留不住
当菠菜遇上空心菜	既然青春留不住
敢死队伍	狙击时刻
远东特遣队 第四部 鬼城计划	远东特遣队之鬼城计划
远东特遣队 第五部 飞龙行动	远东特遣队之飞龙行动
远东特遣队 第六部 密令截击	远东特遣队之密令截击
远东特遣队 第七部 狼穴探秘	远东特遣队之狼穴探秘
远东特遣队 第八部 铁血奇兵	远东特遣队之铁血奇兵
远东特遣队 第九部 夺桥喋血	远东特遣队之夺桥喋血
新大头儿子和小头爸爸大电影	新大头儿子和小头爸爸之秘密计划
踏血尋梅	踏血寻梅
黑白灰三部曲第一部	灰
远东特遣队 第十部 最后一战	远东特遣队之最后一战
秘术之盗墓江湖	秘术
盗墓空间	秘术
欢喜冤家	失恋联盟
心愿情缘	美好的心愿
白领爱情	一起脱单吧
男友的女友	艳遇2小鲜肉
十月初五的月光电影版	十月初五的月光
澳门街	十月初五的月光
倒转100	每日100词
年青时代1女人心	年轻时代之女人心
年青时代：女人心	年轻时代之女人心
奢华时代之女人心	年轻时代之女人心
追梦	村长相声哥
找个高富帅	找个高富帅？
谈婚论嫁18天	找个高富帅？
白鹭与龟	白鹭和龟
死亡之谜之双鱼玉佩	死亡之谜
亲密陷阱	亲密的陷阱
我的热辣女上司	艾米与超帅
一瞬间爱上你	什么是10秒钟爱情
The waves（英）	浪
奇緣灰姑娘	奇缘灰姑娘
陌路恋情	陌路情恋
七侠葫芦传	葫芦七侠
移动迷宫3	移动迷宫3：死亡解药
死亡解药	移动迷宫3：死亡解药
冥婚啟示(港)	非常婚事
小灵媒	非常婚事
女刑警之指纹专家	神秘指纹
女刑警之神秘指纹	神秘指纹
分手不分手	分手，不分手
光明	全能囧爸
都说我怂我忍了	临时业主
新野蛮女友	我的新野蛮女友
栀子花开2015	栀子花开
孤岛惊魂	孤岛
饕餮刑警	西北风云
捉“鬼”记	东北偏北
莲花行动	谍·莲花
上门女郎	嗨，上门女郎
小米的七色花	七色花
炙爱青春	重生爱人
重生恋人	重生爱人
上位2之盛筵	上位2
喊山	喊·山
天使维拉	飞来的青衣
危城歼霸	危城
夕阳武士	危城
咱们结婚吧电影版	咱们结婚吧
神奇动物在哪里2：格林德沃之罪	神奇动物：格林德沃之罪
怪兽与葛林戴华德之罪(港)	神奇动物：格林德沃之罪
怪兽与葛林戴华德的罪行(台)	神奇动物：格林德沃之罪
神奇动物在哪里2	神奇动物：格林德沃之罪
神奇动物2	神奇动物：格林德沃之罪
莫道君行早	凤凰台
小蜡笔们的彩色世界大冒险	蜡笔总动员
与敌人的蜜月	情敌蜜月
紅色的迴廊	红色的回廊
系在皮绳扣上的魂	皮绳上的魂
水浒人物谱之青眼虎李云	青眼虎李云
奇人密碼：古羅布之謎	奇人密码：古罗布之迷
地道	隧道
惡人谷	恶人报喜
恶人不坏	恶人报喜
捍卫生死线(台)	克隆人
复制品	克隆人
复生人	克隆人
复制人	克隆人
火烧云	快手枪手快枪手
快手·枪手·快枪手	快手枪手快枪手
龙城计中计	快手枪手快枪手
分手木马	分手木马计
惊心破	惊天破
破地狱	惊天破
魂断霞飞路	魔宫魅影
魔都18号	魔宫魅影
魔都魅影	魔宫魅影
魔都14号	魔宫魅影
熊出没大电影2	熊出没之雪岭熊风
潜艇总动员5	潜艇总动员5：时光宝盒
潜艇总动员之时光宝盒	潜艇总动员5：时光宝盒
喜羊羊与灰太狼7	喜羊羊与灰太狼之羊年喜羊羊
喜羊羊与灰太狼大电影7羊年喜羊羊	喜羊羊与灰太狼之羊年喜羊羊
跳街舞的少年	街舞小子
落跑吧愛情	落跑吧爱情
我的澎湖湾	落跑吧爱情
落跑吧，爱情	落跑吧爱情
東京・北京 学生たちの対話 どうなる！日本と中国	早稻田大学和北京大学学生之间的对话
早稻田大学和北大学生之间的对话	早稻田大学和北京大学学生之间的对话
梅花	爱你不等来生
缘来说再见(港)	已是香港明日
梦想的逆时代	最后的学生时代
烟火黎明	平安之盾
七天	冬
万万没想到之千钧一发	万万没想到：千钧一发
那年離家出走去	那年离家出走去
幸福家庭打造计	非常父子档
不期儿遇	非常父子档
神奇马戏团	神奇马戏团之动物饼干
动物饼干	神奇马戏团之动物饼干
爱后爱	思念爱
青蛙王国2	青蛙王国之冰冻大冒险
延安审判	人间正道
巴顿、查理、凯科和比尔	巴顿与查理
土家金凤冠	我不是贼
何以笙箫默电影版	何以笙箫默
新狼人	狼人
商谍之决战襄王府	商谍2
浮華宴	神探驾到
神探到访	神探驾到
玻璃侦探	神探驾到
草原情	遥远的锡林郭勒
有本事你来· 夫妻篇	有本事你来之夫妻篇
约书亚树	美国家庭
見えない貌	看不见的脸
小爱无疆	轮椅上的梦之小爱无疆
雷锋侠	热血雷锋侠之激情营救
粵語殘片	粤语残片
无声的群落——老知青的故事	老知青的故事
绣春刀2：修罗战场	绣春刀II：修罗战场
绣春刀：修罗场	绣春刀II：修罗战场
绣春刀前传	绣春刀II：修罗战场
西西里艳阳下	谎言西西里
我前男友的葬礼	谎言西西里
西西里的艳阳下	谎言西西里
同流合烏	同流合乌
12金鴨	12金鸭
十二金鸭	12金鸭
金鸭	12金鸭
深圳萌萌哒	等你回家
金朝奉	生死船票
奔跑吧兄弟	奔跑吧！兄弟
奔跑吧兄弟电影版	奔跑吧！兄弟
跑男电影版	奔跑吧！兄弟
角頭	角头
天生我刺	刺猬小子之天生我刺
非法操作	不可思异
爱在扬州	神州之恋
大圣归来	西游记之大圣归来
猴王	西游记之大圣归来
西游记3D	西游记之大圣归来
包公：黑夜之神	黑夜之神
拍到鬼的录像	灵异实录
